,Ngành,Total-M,YOY,Total-YOY,YTD-YOY,Date,Month,PreMonth,MOM
3084,Trong đó: Nguyên chiếc(*),186.11906045156593,,650.7089454515659,-53.09323981881873,2018-08-29,2018-08,2018-07,20.413143620599115
3085,"Xe máy và linh kiện, phụ tùng",65,,395.856577,36.41556360999945,2018-08-29,2018-08,2018-07,18.181818181818187
3086,Phương tiện vận tải khác và PT,65,,596.847053,5.30473942935626,2018-08-29,2018-08,2018-07,-7.142857142857139
3087,TỔNG TRỊ GIÁ,19800,,130626.069193,10.212830030930903,2018-07-27,2018-07,2018-06,0.5076142131979537
3088,Khu vực kinh tế trong nước,8200,,54160.477638000004,12.740026256542563,2018-07-27,2018-07,2018-06,-1.2048192771084416
3089,Khu vực có vốn đầu tư NN,11600,,76465.59155499999,8.49029463714757,2018-07-27,2018-07,2018-06,1.754385964912288
3090,Thủy sản,140,,1000.670767,29.94588789710454,2018-07-27,2018-07,2018-06,-15.151515151515156
3091,Sữa và sản phẩm sữa,80,,571.965953,3.5236048584224733,2018-07-27,2018-07,2018-06,0.0
3092,Rau quả,180,,915.872486,7.265566150266238,2018-07-27,2018-07,2018-06,16.129032258064527
3093,Lúa mỳ,93.88873418768085,,751.3078021876809,17.97706082243357,2018-07-27,2018-07,2018-06,17.36091773460106
3094,Dầu mỡ động thực vật,55,,410.513393,0.005206922183774054,2018-07-27,2018-07,2018-06,-26.66666666666667
3095,Thức ăn gia súc và NPL,250,,2232.595283,12.270912964659203,2018-07-27,2018-07,2018-06,-28.57142857142857
3096,Xăng dầu,690,,5351.102924,36.39736249269566,2018-07-27,2018-07,2018-06,-23.33333333333333
3097,Khí đốt hóa lỏng,72.9922973098589,,488.37765930985887,24.480730345097072,2018-07-27,2018-07,2018-06,-18.69226773434687
3098,Sản phẩm khác từ dầu mỏ,75,,568.582662,11.167796337452572,2018-07-27,2018-07,2018-06,-21.05263157894737
3099,Hóa chất,450,,2908.706155,27.13209884379792,2018-07-27,2018-07,2018-06,-2.173913043478265
3100,Sản phẩm hoá chất,420,,2809.633793,10.991519814598803,2018-07-27,2018-07,2018-06,82.6086956521739
3101,Tân dược,250,,1609.73306,1.080860681814329,2018-07-27,2018-07,2018-06,8.695652173913032
3102,Phân bón,84.1537042242723,,727.5379322242723,-9.065610997460297,2018-07-27,2018-07,2018-06,-35.26638136594438
3103,Thuốc trừ sâu,90,,551.77626,-2.8033109886005434,2018-07-27,2018-07,2018-06,0.0
3104,Chất dẻo,751.6709948706387,,5078.086232870638,18.84972411550949,2018-07-27,2018-07,2018-06,-3.6059164965083426
3105,Sản phẩm chất dẻo,480,,3267.702618,10.640365750854158,2018-07-27,2018-07,2018-06,-7.692307692307693
3106,Cao su,84.74137205987171,,613.7434180598716,-0.991331227460492,2018-07-27,2018-07,2018-06,-12.660577393887849
3107,Gỗ và sản phẩm gỗ,190,,1259.966127,1.994548021424265,2018-07-27,2018-07,2018-06,-5.0
3108,Giấy các loại,165.48733313564807,,1076.348860135648,12.485767469184438,2018-07-27,2018-07,2018-06,-2.654509920207019
3109,Bông,326.0023357706002,,1874.1291117706003,32.62803544325976,2018-07-27,2018-07,2018-06,14.893149838681978
3110,Sợi dệt,207.7825747303544,,1361.9859047303544,33.342115539293246,2018-07-27,2018-07,2018-06,-9.659750117237209
3111,Vải,1150,,7421.193549,14.889387525034408,2018-07-27,2018-07,2018-06,-11.538461538461547
3112,"Nguyên PL dệt, may, giày dép",500,,3322.65482,3.704987022814393,2018-07-27,2018-07,2018-06,-13.793103448275872
3113,Sắt thép,940.1466313413725,,5869.694868341372,11.633589098795085,2018-07-27,2018-07,2018-06,-1.6178758704592866
3114,Kim loại thường khác,895.563375426841,,4321.702167426842,26.447580045333055,2018-07-27,2018-07,2018-06,55.76854097475743
3115,"Điện tử, máy tính và linh kiện",3300,,23072.362894,13.466299069376618,2018-07-27,2018-07,2018-06,6.451612903225794
3116,Điện thoại và linh kiện,900,,6891.295643,-7.361687728069214,2018-07-27,2018-07,2018-06,5.882352941176478
3117,"Máy móc thiết bị, dụng cụ PT khác",3000,,18937.745485,-6.061440347009778,2018-07-27,2018-07,2018-06,0.0
3118,Ô tô,504.56706374014675,,2557.3102877401466,-17.280362998088734,2018-07-27,2018-07,2018-06,100.53761196025687
3119,Trong đó: Nguyên chiếc(*),154.56706374014678,,483.8492497401468,-59.76695181783818,2018-07-27,2018-07,2018-06,150.89124659508695
3120,"Xe máy và linh kiện, phụ tùng",55,,325.934903,31.525744773452658,2018-07-27,2018-07,2018-06,0.0
3121,Phương tiện vận tải khác và PT,70,,507.910684,-0.7176558996105484,2018-07-27,2018-07,2018-06,-30.0
3122,TỔNG TRỊ GIÁ,19700,,111217.291,10.025324882924863,2018-06-29,2018-06,2018-05,0.0
3123,Khu vực kinh tế trong nước,8300,,46006.961662999995,12.935410049813271,2018-06-29,2018-06,2018-05,0.0
3124,Khu vực có vốn đầu tư NN,11400,,65210.329337,8.06082945451692,2018-06-29,2018-06,2018-05,0.0
3125,Thủy sản,165,,862.509517,32.67117855677415,2018-06-29,2018-06,2018-05,10.000000000000014
3126,Sữa và sản phẩm sữa,80,,501.643902,6.569533412474399,2018-06-29,2018-06,2018-05,-11.111111111111114
3127,Rau quả,155,,756.52155,18.872182165498103,2018-06-29,2018-06,2018-05,29.166666666666686
3128,Lúa mỳ,80,,658.77989,24.329659988085425,2018-06-29,2018-06,2018-05,-42.85714285714286
3129,Dầu mỡ động thực vật,75,,361.406425,3.359090710131966,2018-06-29,2018-06,2018-05,25.0
3130,Thức ăn gia súc và NPL,350,,1961.523588,10.712092882467175,2018-06-29,2018-06,2018-05,-2.7777777777777857
3131,Xăng dầu,900,,4607.918321,38.80688031897557,2018-06-29,2018-06,2018-05,12.272709018885891
3132,Khí đốt hóa lỏng,89.77288540206042,,412.1521374020604,28.17065306440665,2018-06-29,2018-06,2018-05,9.804093472244134
3133,Sản phẩm khác từ dầu mỏ,95,,508.206034,17.692984043941152,2018-06-29,2018-06,2018-05,5.555555555555557
3134,Hóa chất,460,,2488.432038,26.446811910376738,2018-06-29,2018-06,2018-05,2.2222222222222143
3135,Sản phẩm hoá chất,230,,2209.996595,2.54665926006426,2018-06-29,2018-06,2018-05,-48.88888888888889
3136,Tân dược,230,,1372.887905,0.11657620245955513,2018-06-29,2018-06,2018-05,0.0
3137,Phân bón,130,,650.903,0.34193302334945486,2018-06-29,2018-06,2018-05,0.0
3138,Thuốc trừ sâu,90,,474.392973,-2.4276407813887317,2018-06-29,2018-06,2018-05,-10.0
3139,Chất dẻo,779.7895550751422,,4340.179115075142,19.757532600387478,2018-06-29,2018-06,2018-05,6.165948649944127
3140,Sản phẩm chất dẻo,520,,2825.718274,12.78228146441542,2018-06-29,2018-06,2018-05,15.555555555555543
3141,Cao su,97.02534036896802,,536.9570213689681,0.04993457197490159,2018-06-29,2018-06,2018-05,14.637568046966692
3142,Gỗ và sản phẩm gỗ,200,,1079.207266,1.5844437514329428,2018-06-29,2018-06,2018-05,11.111111111111114
3143,Giấy các loại,170,,930.465473,13.388231367643243,2018-06-29,2018-06,2018-05,1.0700417691263766
3144,Bông,283.74392749117794,,1552.6328404911778,25.835657035362885,2018-06-29,2018-06,2018-05,-5.910300126851595
3145,Sợi dệt,230,,1186.3468149999999,34.7224262514473,2018-06-29,2018-06,2018-05,2.7177140097938377
3146,Vải,1300,,6428.93415,17.104639050960913,2018-06-29,2018-06,2018-05,0.0
3147,"Nguyên PL dệt, may, giày dép",580,,2909.261731,6.622458199655227,2018-06-29,2018-06,2018-05,-3.3333333333333286
3148,Sắt thép,955.6071691473871,,5016.4736321473865,8.313255462381349,2018-06-29,2018-06,2018-05,-4.43928308526128
3149,Kim loại thường khác,574.9321203258678,,3415.8597483258677,16.014453633505354,2018-06-29,2018-06,2018-05,-3.1714292939574875
3150,"Điện tử, máy tính và linh kiện",3100,,19702.855038,14.281317949563046,2018-06-29,2018-06,2018-05,3.333333333333343
3151,Điện thoại và linh kiện,850,,5965.752879,-4.412384712985684,2018-06-29,2018-06,2018-05,-5.555555555555557
3152,"Máy móc thiết bị, dụng cụ PT khác",3000,,16144.946231,-7.271948578601084,2018-06-29,2018-06,2018-05,0.0
3153,Ô tô,251.60719667896677,,1747.1147516789667,-34.87282480239236,2018-06-29,2018-06,2018-05,-11.686043779998116
3154,Trong đó: Nguyên chiếc(*),61.60719667896679,,309.3418756789668,-70.17470267066525,2018-06-29,2018-06,2018-05,-5.074874856326431
3155,"Xe máy và linh kiện, phụ tùng",55,,281.38155800000004,34.92229177377189,2018-06-29,2018-06,2018-05,10.000000000000014
3156,Phương tiện vận tải khác và PT,100,,448.394631,-0.06081675236843864,2018-06-29,2018-06,2018-05,81.81818181818181
3157,TỔNG TRỊ GIÁ,19700,,89701.459206,8.176363005227728,2018-05-29,2018-05,2018-04,12.57142857142857
3158,Khu vực kinh tế trong nước,8300,,36824.098976,10.382943632818936,2018-05-29,2018-05,2018-04,20.289855072463766
3159,Khu vực có vốn đầu tư NN,11400,,52877.36023,6.691083061413423,2018-05-29,2018-05,2018-04,7.547169811320757
3160,Thủy sản,150,,682.9774610000001,30.542981979433677,2018-05-29,2018-05,2018-04,25.0
3161,Sữa và sản phẩm sữa,90,,405.45469099999997,6.171716809294566,2018-05-29,2018-05,2018-04,0.0
3162,Rau quả,120,,576.565969,15.427456362472867,2018-05-29,2018-05,2018-04,20.0
3163,Lúa mỳ,140,,544.975537,23.170519992798305,2018-05-29,2018-05,2018-04,61.89778079985703
3164,Dầu mỡ động thực vật,60,,292.967304,2.6982727023575563,2018-05-29,2018-05,2018-04,-7.692307692307693
3165,Thức ăn gia súc và NPL,360,,1630.95777,13.078937795453058,2018-05-29,2018-05,2018-04,5.882352941176478
3166,Xăng dầu,801.6195635295547,,3619.000723529555,35.29226659994268,2018-05-29,2018-05,2018-04,27.292095228055487
3167,Khí đốt hóa lỏng,81.75732121020869,,340.66328121020865,28.42379995058323,2018-05-29,2018-05,2018-04,69.22045762171592
3168,Sản phẩm khác từ dầu mỏ,90,,416.55177399999997,21.44143568628749,2018-05-29,2018-05,2018-04,20.0
3169,Hóa chất,450,,1998.90684,22.86092306345205,2018-05-29,2018-05,2018-04,7.142857142857139
3170,Sản phẩm hoá chất,450,,1949.2961200000002,10.830192777248655,2018-05-29,2018-05,2018-04,12.5
3171,Tân dược,230,,1042.2163110000001,-2.9575938603401823,2018-05-29,2018-05,2018-04,9.523809523809533
3172,Phân bón,130,,535.951485,-2.8228883627629813,2018-05-29,2018-05,2018-04,10.98909326870347
3173,Thuốc trừ sâu,100,,390.505065,-1.2166170598804342,2018-05-29,2018-05,2018-04,42.85714285714286
3174,Chất dẻo,734.5006237793859,,3426.329972779386,14.118729497059078,2018-05-29,2018-05,2018-04,3.859737077063258
3175,Sản phẩm chất dẻo,450,,2214.3739539999997,7.784053409581418,2018-05-29,2018-05,2018-04,7.142857142857139
3176,Cao su,84.63660039370077,,421.6714243937008,-6.071539837819429,2018-05-29,2018-05,2018-04,13.735716077336235
3177,Gỗ và sản phẩm gỗ,180,,866.5029030000001,-1.0604781986266545,2018-05-29,2018-05,2018-04,2.857142857142847
3178,Giấy các loại,168.20018773548136,,754.6233967354814,11.128996683313375,2018-05-29,2018-05,2018-04,12.133458490320905
3179,Bông,301.56747005646855,,1274.2043030564687,24.875692220705645,2018-05-29,2018-05,2018-04,24.013578232207692
3180,Sợi dệt,223.91464044660316,,928.0382404466031,26.91678473155679,2018-05-29,2018-05,2018-04,26.200413518151947
3181,Vải,1300,,5063.228639,13.021639568320026,2018-05-29,2018-05,2018-04,30.0
3182,"Nguyên PL dệt, may, giày dép",600,,2336.973699,3.7000497884762495,2018-05-29,2018-05,2018-04,20.0
3183,Sắt thép,1000,,4027.227382,1.0610192827407445,2018-05-29,2018-05,2018-04,23.52252424926438
3184,Kim loại thường khác,593.7628905741863,,2751.067764574186,14.208216350773313,2018-05-29,2018-05,2018-04,-0.6910800136785866
3185,"Điện tử, máy tính và linh kiện",3000,,16138.226637,14.052274919287171,2018-05-29,2018-05,2018-04,0.0
3186,Điện thoại và linh kiện,900,,5184.82974,1.34402989951667,2018-05-29,2018-05,2018-04,-18.181818181818173
3187,"Máy móc thiết bị, dụng cụ PT khác",3000,,13004.111889,-8.916291821769107,2018-05-29,2018-05,2018-04,15.384615384615373
3188,Ô tô,284.9008327202323,,1438.2573727202323,-36.37175781292977,2018-05-29,2018-05,2018-04,-16.205637435225796
3189,Trong đó: Nguyên chiếc(*),64.90083272023233,,244.4925647202323,-71.83695152176159,2018-05-29,2018-05,2018-04,-18.873959099709595
3190,"Xe máy và linh kiện, phụ tùng",50,,217.01767900000002,28.190416679189354,2018-05-29,2018-05,2018-04,11.111111111111114
3191,Phương tiện vận tải khác và PT,55,,325.64565500000003,-11.538565057765183,2018-05-29,2018-05,2018-04,-8.333333333333343
3192,TỔNG TRỊ GIÁ,17500,,70370.07024999999,10.050069012985418,2018-04-27,2018-04,2018-03,-7.89473684210526
3193,Khu vực kinh tế trong nước,6900,,28060.590308999996,11.170066953396969,2018-04-27,2018-04,2018-03,-8.0
3194,Khu vực có vốn đầu tư NN,10600,,42309.479941,9.319625547660351,2018-04-27,2018-04,2018-03,-7.826086956521735
3195,Thủy sản,120,,526.456918,25.109212883348107,2018-04-27,2018-04,2018-03,-20.0
3196,Sữa và sản phẩm sữa,90,,321.06847500000003,14.87508460391416,2018-04-27,2018-04,2018-03,-10.0
3197,Rau quả,100,,444.950707,40.96534084224737,2018-04-27,2018-04,2018-03,0.0
3198,Lúa mỳ,86.4743168858332,,371.6693908858332,4.491372765140113,2018-04-27,2018-04,2018-03,-25.176534973973403
3199,Dầu mỡ động thực vật,65,,246.598124,5.767066516685034,2018-04-27,2018-04,2018-03,-7.142857142857139
3200,Thức ăn gia súc và NPL,340,,1261.908958,6.429564309486665,2018-04-27,2018-04,2018-03,-2.857142857142861
3201,Xăng dầu,629.7481097262007,,2814.5652837262005,31.623329977360044,2018-04-27,2018-04,2018-03,-21.28148628422491
3202,Khí đốt hóa lỏng,48.31408823688043,,259.7242572368804,17.559420097052026,2018-04-27,2018-04,2018-03,-8.241556822925958
3203,Sản phẩm khác từ dầu mỏ,75,,316.779574,23.52536484163214,2018-04-27,2018-04,2018-03,-6.25
3204,Hóa chất,420,,1565.234449,23.721816953221435,2018-04-27,2018-04,2018-03,-6.666666666666671
3205,Sản phẩm hoá chất,400,,1521.588157,13.743174970471841,2018-04-27,2018-04,2018-03,-11.111111111111114
3206,Tân dược,210,,801.137312,-2.8681707839254074,2018-04-27,2018-04,2018-03,-8.695652173913047
3207,Phân bón,117.12862604010226,,379.7382750401023,-10.635921628570443,2018-04-27,2018-04,2018-03,16.97263600526624
3208,Thuốc trừ sâu,70,,278.087045,-7.0310892123521995,2018-04-27,2018-04,2018-03,0.0
3209,Chất dẻo,707.2043935893956,,2769.826895589396,22.191416959914264,2018-04-27,2018-04,2018-03,-11.599450801325546
3210,Sản phẩm chất dẻo,420,,1769.579735,11.295748311523823,2018-04-27,2018-04,2018-03,-12.5
3211,Cao su,74.41514707319458,,338.5669180731946,-2.8149291632175846,2018-04-27,2018-04,2018-03,-32.172119613436536
3212,Gỗ và sản phẩm gỗ,175,,694.724817,1.9868591213118236,2018-04-27,2018-04,2018-03,-2.7777777777777857
3213,Giấy các loại,150,,587.9797249999999,11.652602814837905,2018-04-27,2018-04,2018-03,-14.356299765164167
3214,Bông,243.17294473336,,983.5346667333599,26.55614099708552,2018-04-27,2018-04,2018-03,-22.815772207628854
3215,Sợi dệt,177.42781834418994,,700.36316434419,24.769760266576313,2018-04-27,2018-04,2018-03,-15.510562693242875
3216,Vải,1000,,3665.533008,9.978033373546765,2018-04-27,2018-04,2018-03,33.333333333333314
3217,"Nguyên PL dệt, may, giày dép",500,,1740.598245,0.9792037987470081,2018-04-27,2018-04,2018-03,11.111111111111114
3218,Sắt thép,809.5689479127168,,2993.296212912717,-6.384291935954479,2018-04-27,2018-04,2018-03,2.9051308355168715
3219,Kim loại thường khác,597.8948221931824,,2275.6963741931822,33.65885577680922,2018-04-27,2018-04,2018-03,-3.5653512591641174
3220,"Điện tử, máy tính và linh kiện",3000,,13420.94742,22.33457846473452,2018-04-27,2018-04,2018-03,-16.666666666666657
3221,Điện thoại và linh kiện,1100,,4423.5387630000005,9.842484523540023,2018-04-27,2018-04,2018-03,0.0
3222,"Máy móc thiết bị, dụng cụ PT khác",2600,,10168.597026,-7.410073111019386,2018-04-27,2018-04,2018-03,4.0
3223,Ô tô,340,,1197.388277,-32.19941789419825,2018-04-27,2018-04,2018-03,-17.981692759329064
3224,Trong đó: Nguyên chiếc(*),80,,198.40055999999998,-69.75231639850044,2018-04-27,2018-04,2018-03,-30.15637753967225
3225,"Xe máy và linh kiện, phụ tùng",45,,171.776387,28.231748592823294,2018-04-27,2018-04,2018-03,-10.0
3226,Phương tiện vận tải khác và PT,60,,274.549147,1.1342818679136712,2018-04-27,2018-04,2018-03,-40.0
3227,TỔNG TRỊ GIÁ,19000,,53005.308094,13.621856934370015,2018-03-29,2018-03,2018-02,52.0
3228,Khu vực kinh tế trong nước,7500,,21255.308094,13.439862694034588,2018-03-29,2018-03,2018-02,50.0
3229,Khu vực có vốn đầu tư NN,11500,,31750,13.744021204408782,2018-03-29,2018-03,2018-02,53.33333333333334
3230,Thủy sản,150,,421.634228,32.0861718499018,2018-03-29,2018-03,2018-02,87.5
3231,Sữa và sản phẩm sữa,100,,228.107571,6.094625572098394,2018-03-29,2018-03,2018-02,150.0
3232,Rau quả,100,,347.718669,51.038925215195434,2018-03-29,2018-03,2018-02,25.0
3233,Lúa mỳ,115.57112044430711,,301.0744704443071,0.38481400212728545,2018-03-29,2018-03,2018-02,402.2108136373557
3234,Dầu mỡ động thực vật,70,,183.151071,-0.39755473103329564,2018-03-29,2018-03,2018-02,100.0
3235,Thức ăn gia súc và NPL,350,,931.211671,1.23285097643992,2018-03-29,2018-03,2018-02,40.0
3236,Xăng dầu,800,,2197.931466,37.092884014889336,2018-03-29,2018-03,2018-02,28.120940779104245
3237,Khí đốt hóa lỏng,52.65356142065819,,205.59161042065818,19.926397665130352,2018-03-29,2018-03,2018-02,44.64099805127674
3238,Sản phẩm khác từ dầu mỏ,80,,221.484183,20.700654063880975,2018-03-29,2018-03,2018-02,77.77777777777777
3239,Hóa chất,450,,1152.055307,22.91112011965592,2018-03-29,2018-03,2018-02,80.0
3240,Sản phẩm hoá chất,450,,1155.963967,15.926257562539973,2018-03-29,2018-03,2018-02,87.5
3241,Tân dược,230,,592.608655,-4.494639046990585,2018-03-29,2018-03,2018-02,91.66666666666669
3242,Phân bón,100.1333560054413,,245.1117100054413,-25.6575441360049,2018-03-29,2018-03,2018-02,85.54276166738018
3243,Thuốc trừ sâu,70,,206.000209,-6.305998340753689,2018-03-29,2018-03,2018-02,55.55555555555557
3244,Chất dẻo,800,,2071.974005,21.473290366393897,2018-03-29,2018-03,2018-02,90.47619047619045
