,Phân Loại,Số dự án,Vốn đăng ký cấp mới,Vốn đăng ký điều chỉnh,Vốn đăng ký,Date,Month,PreMonth,Số dự án trong tháng,Vốn đăng ký cấp mới trong tháng,Vốn đăng ký điều chỉnh trong tháng,Vốn đăng ký trong tháng,Vùng Miền,Trong Nước
1255,Quảng Ninh,5,556.044906,0.346305,556.391211,2021-04-29,2021-04,2021-03,1,498.04490599999997,0.0,498.04490599999997,Miền Bắc,Trong Nước
1256,TP. Hồ Chí Minh,100,360.123952,403.007989,763.131941,2021-04-29,2021-04,2021-03,93,242.73299099999997,102.76340299999998,345.49639399999995,Miền Nam,Trong Nước
1257,Bình Dương,25,278.479102,17.555,296.034102,2021-04-29,2021-04,2021-03,6,11.415999999999997,1.0,12.415999999999997,Miền Nam,Trong Nước
1258,Bắc Ninh,35,241.948527,83.742455,325.690982,2021-04-29,2021-04,2021-03,10,27.600000000000023,49.344398000000005,76.94439800000004,Miền Bắc,Trong Nước
1259,Đồng Nai,17,149.225104,140.593993,289.819097,2021-04-29,2021-04,2021-03,6,22.510103999999984,135.96008500000002,158.470189,Miền Nam,Trong Nước
1260,Đà Nẵng,13,146.535946,8.88768728125,155.42363328125,2021-04-29,2021-04,2021-03,4,0.12569500000000744,0.0,0.12569500000000744,Miền Trung,Trong Nước
1261,Hải Phòng,14,92.852898,936.205384,1029.058282,2021-04-29,2021-04,2021-03,6,24.431427999999997,66.19354699999997,90.62497499999995,Miền Bắc,Trong Nước
1262,Hưng Yên,3,77.480544,190.279753,267.760297,2021-04-29,2021-04,2021-03,1,1.9505439999999936,0.8000000000000114,2.7505439999999908,Miền Bắc,Trong Nước
1263,Hà Nội,117,70.45134,83.653046,154.104386,2021-04-29,2021-04,2021-03,51,21.320754,62.383521,83.704275,Miền Bắc,Trong Nước
1264,Tây Ninh,7,67.7,353.29084,420.99084,2021-04-29,2021-04,2021-03,2,0.6000000000000085,0.17576999999999998,0.7757700000000227,Miền Nam,Trong Nước
1265,Hà Nam,6,67.1,19.249054,86.349054,2021-04-29,2021-04,2021-03,,,,,Miền Bắc,Trong Nước
1266,Hải Dương,8,52.065331,125.10689,177.172221,2021-04-29,2021-04,2021-03,3,12.850000000000001,96.534,109.38400000000001,Miền Bắc,Trong Nước
1267,Xin-ga-po,56,4413.802249,167.651979,4581.4542280000005,2021-04-29,2021-04,2021-03,26,128.35067100000015,54.05850800000002,182.40917900000022,Châu Á,Nước Ngoài
1268,Nhật Bản,54,1796.343876,641.83932,2438.183196,2021-04-29,2021-04,2021-03,26,312.22867399999996,88.293588,400.52226199999996,Châu Á,Nước Ngoài
1269,Đặc khu hành chính Hồng Kông (TQ),31,774.911256,66.454079,841.365335,2021-04-29,2021-04,2021-03,,,,,Châu Á,Nước Ngoài
1270,Trung Quốc,61,576.187237,458.75069228125,1034.93792928125,2021-04-29,2021-04,2021-03,24,27.253170999999952,77.292104,104.54527499999995,Châu Á,Nước Ngoài
1271,Hàn Quốc,120,248.650271,976.342028,1224.992299,2021-04-29,2021-04,2021-03,52,61.225064,89.71614199999999,150.94120599999997,Châu Á,Nước Ngoài
1272,Hoa Kỳ,15,148.769808,5.659246,154.429054,2021-04-29,2021-04,2021-03,8,0.37173900000001936,1.9331680000000007,2.3049070000000142,Châu Mỹ,Nước Ngoài
1273,Hà Lan,6,86.259186,30.47,116.729186,2021-04-29,2021-04,2021-03,,,,,Châu Âu,Nước Ngoài
1274,Quần đảo Vigin thuộc Anh,8,78.75,52.711625,131.461625,2021-04-29,2021-04,2021-03,2,20.0,2.1000000000000014,22.099999999999994,Châu Mỹ,Nước Ngoài
1275,Đài Loan,20,75.737345,16.942744,92.68008900000001,2021-04-29,2021-04,2021-03,11,48.54124300000001,8.824996,57.36623900000001,Châu Á,Nước Ngoài
1276,Thái Lan,4,53.858,16.513087,70.37108699999999,2021-04-29,2021-04,2021-03,1,21.729999999999997,13.426086999999999,35.156086999999985,Châu Á,Nước Ngoài
1277,Ôx-trây-li-a,6,32.695597,1.1,33.795597,2021-04-29,2021-04,2021-03,,,,,Châu Úc,Nước Ngoài
1278,Đức,7,18.281136,1.6,19.881136,2021-04-29,2021-04,2021-03,,,,,Châu Âu,Nước Ngoài
1279,Vương quốc Anh,11,14.751061,32.186536,46.937597,2021-04-29,2021-04,2021-03,8,10.408999999999999,31.999999999999996,42.409,Châu Âu,Nước Ngoài
1280,Quần đảo Cay-man,2,13.058581,31.343245,44.401826,2021-04-29,2021-04,2021-03,,,,,Châu Mỹ,Nước Ngoài
1281,TỔNG SỐ,234,7222.675983000001,2102.5699882812496,9325.24597128125,2021-03-29,2021-03,2021-02,108,3914.007853000001,496.1674589999998,4410.175312000001,TỔNG SỐ,TỔNG SỐ
1282,Long An,13,3182.16151,16.69907,3198.86058,2021-03-29,2021-03,2021-02,6,3142.61651,4.899069999999998,3147.51558,Miền Nam,Trong Nước
1283,Bắc Giang,6,574.5,60.599,635.099,2021-03-29,2021-03,2021-02,1,12.5,50.899,63.399,Miền Bắc,Trong Nước
1284,Đăk Lăk,6,430.599091,0,430.599091,2021-03-29,2021-03,2021-02,,,,,Tây Nguyên,Trong Nước
1285,Bình Dương,19,267.063102,16.555,283.618102,2021-03-29,2021-03,2021-02,4,9.699999999999989,12.555,22.254999999999995,Miền Nam,Trong Nước
1286,Bắc Ninh,25,214.348527,34.398057,248.74658399999998,2021-03-29,2021-03,2021-02,10,76.648527,9.900000000000002,86.548527,Miền Bắc,Trong Nước
1287,Đà Nẵng,9,146.410251,8.88768728125,155.29793828125,2021-03-29,2021-03,2021-02,3,0.1814990000000023,8.88768728125,155.29793828125,Miền Trung,Trong Nước
1288,Đồng Nai,11,126.715,4.633908,131.348908,2021-03-29,2021-03,2021-02,3,10.575000000000003,0.8999999999999999,11.474999999999994,Miền Nam,Trong Nước
1289,TP. Hồ Chí Minh,7,117.390961,300.244586,417.63554700000003,2021-03-29,2021-03,2021-02,4,2.3543200000000013,246.96863400000004,249.32295400000004,Miền Nam,Trong Nước
1290,Hưng Yên,2,75.53,189.479753,265.009753,2021-03-29,2021-03,2021-02,1,50.0,106.89999999999999,156.89999999999998,Miền Bắc,Trong Nước
1291,Hải Phòng,8,68.42147,870.011837,938.433307,2021-03-29,2021-03,2021-02,2,0.9714699999999965,26.101134000000002,27.072603999999956,Miền Bắc,Trong Nước
1292,Tây Ninh,5,67.1,353.11507,420.21506999999997,2021-03-29,2021-03,2021-02,2,48.599999999999994,353.11507,47.099999999999966,Miền Nam,Trong Nước
1293,Quảng Ninh,4,58,0.346305,58.346305,2021-03-29,2021-03,2021-02,1,10,0.0,10.0,Miền Bắc,Trong Nước
1294,Hà Nội,66,49.130586,21.269525,70.40011100000001,2021-03-29,2021-03,2021-02,39,36.326476,17.653055000000002,53.97953100000001,Miền Bắc,Trong Nước
1295,Hải Dương,5,39.215331,28.57289,67.788221,2021-03-29,2021-03,2021-02,1,8.2,28.57289,67.788221,Miền Bắc,Trong Nước
1296,Vĩnh Phúc,6,37.297137,21.105308,58.402445,2021-03-29,2021-03,2021-02,5,7.297136999999999,0.0,7.297136999999999,Miền Bắc,Trong Nước
1297,Xin-ga-po,30,4285.451578,113.593471,4399.045049,2021-03-29,2021-03,2021-02,14,3424.378185,16.72107799999999,3441.099263,Châu Á,Nước Ngoài
1298,Nhật Bản,28,1484.115202,553.545732,2037.660934,2021-03-29,2021-03,2021-02,13,33.92691300000001,420.507065,454.433978,Châu Á,Nước Ngoài
1299,Trung Quốc,37,548.934066,381.45858828125,930.3926542812501,2021-03-29,2021-03,2021-02,13,174.022689,19.040549999999996,193.06323900000007,Châu Á,Nước Ngoài
1300,Đặc khu hành chính Hồng Kông (TQ),15,236.74,39.654079,276.39407900000003,2021-03-29,2021-03,2021-02,,,,,Châu Á,Nước Ngoài
1301,Hàn Quốc,68,187.425207,886.625886,1074.051093,2021-03-29,2021-03,2021-02,33,64.516986,28.530844000000002,93.04782999999998,Châu Á,Nước Ngoài
1302,Hoa Kỳ,7,148.398069,3.726078,152.124147,2021-03-29,2021-03,2021-02,5,37.598068999999995,3.226078,40.824146999999996,Châu Mỹ,Nước Ngoài
1303,Quần đảo Vigin thuộc Anh,6,58.75,50.611625,109.361625,2021-03-29,2021-03,2021-02,4,54.55,0.0,54.550000000000004,Châu Mỹ,Nước Ngoài
1304,Ôx-trây-li-a,3,32.616279,0.9,33.516279,2021-03-29,2021-03,2021-02,,,,,Châu Úc,Nước Ngoài
1305,Thái Lan,3,32.128,3.087,35.215,2021-03-29,2021-03,2021-02,2,25.8,2.287,28.087000000000003,Châu Á,Nước Ngoài
1306,Đài Loan,9,27.196102,8.117748,35.31385,2021-03-29,2021-03,2021-02,3,12.299999999999999,5.617748000000001,17.917748000000003,Châu Á,Nước Ngoài
1307,Xây-Sen,3,7.515146,25.3,32.815146,2021-03-29,2021-03,2021-02,,,,,Châu Phi,Nước Ngoài
1308,Quần đảo Cay-man,1,6.75,7.243245,13.993245,2021-03-29,2021-03,2021-02,,,,,Châu Mỹ,Nước Ngoài
1309,Xa-moa,1,4.5,5,9.5,2021-03-29,2021-03,2021-02,,,,,Châu Úc,Nước Ngoài
1310,Vương quốc Anh,3,4.342061,0.186536,4.528597,2021-03-29,2021-03,2021-02,1,4.0,0.0,4.0,Châu Âu,Nước Ngoài
1311,I-ta-li-a,1,2.7,0.7,3.4000000000000004,2021-03-29,2021-03,2021-02,,,,,Châu Âu,Nước Ngoài
1312,TỔNG SỐ,126,3308.66813,1606.4025292812498,4915.070659281249,2021-02-28,2021-02,2021-01,79,1985.132208,1134.1702579999999,3119.302465999999,TỔNG SỐ,TỔNG SỐ
1313,Bắc Giang,5,562,9.7,571.7,2021-02-28,2021-02,2021-01,,,,,Miền Bắc,Trong Nước
1314,Bình Dương,15,257.363102,4,261.363102,2021-02-28,2021-02,2021-01,9,200.5645,1.5,202.0645,Miền Nam,Trong Nước
1315,Đà Nẵng,6,146.228752,9.41112128125,155.63987328124998,2021-02-28,2021-02,2021-01,5,36.228751999999986,9.197774,45.42652599999998,Miền Trung,Trong Nước
1316,Bắc Ninh,15,137.7,24.498057,162.19805699999998,2021-02-28,2021-02,2021-01,11,22.099999999999994,22.698057,44.798056999999986,Miền Bắc,Trong Nước
1317,Đồng Nai,8,116.14,3.733908,119.873908,2021-02-28,2021-02,2021-01,,,,,Miền Nam,Trong Nước
1318,TP. Hồ Chí Minh,3,115.036641,53.275952,168.312593,2021-02-28,2021-02,2021-01,1,0.3248710000000017,34.0,34.324871,Miền Nam,Trong Nước
1319,Hải Phòng,6,67.45,843.910703,911.3607030000001,2021-02-28,2021-02,2021-01,2,36.5,839.410703,875.910703,Miền Bắc,Trong Nước
1320,Quảng Ninh,3,48,0.346305,48.346305,2021-02-28,2021-02,2021-01,,,,,Miền Bắc,Trong Nước
1321,Long An,7,39.545,11.8,51.345,2021-02-28,2021-02,2021-01,3,36.370000000000005,6.800000000000001,43.17,Miền Nam,Trong Nước
1322,Hải Dương,4,31.015331,41.33789,72.353221,2021-02-28,2021-02,2021-01,2,20.215331,3.3900000000000006,23.605331000000007,Miền Bắc,Trong Nước
1323,Vĩnh Phúc,1,30,21.105308,51.105308,2021-02-28,2021-02,2021-01,,,,,Miền Bắc,Trong Nước
1324,Hưng Yên,1,25.53,82.579753,108.109753,2021-02-28,2021-02,2021-01,,,,,Miền Bắc,Trong Nước
1325,Phú Thọ,5,21.328,23.831639,45.159639,2021-02-28,2021-02,2021-01,,,,,Miền Bắc,Trong Nước
1326,Tây Ninh,3,18.5,354.61507,373.11507,2021-02-28,2021-02,2021-01,1,2.0,22.615070000000003,24.615070000000003,Miền Nam,Trong Nước
1327,Hà Nội,27,12.80411,3.61647,16.42058,2021-02-28,2021-02,2021-01,22,10.990869,3.319922,14.310791000000002,Miền Bắc,Trong Nước
1328,Nhật Bản,15,1450.188289,133.038667,1583.226956,2021-02-28,2021-02,2021-01,12,1444.7846439999998,128.426139,1573.210783,Châu Á,Nước Ngoài
1329,Xin-ga-po,16,861.073393,96.872393,957.945786,2021-02-28,2021-02,2021-01,6,316.36479099999997,44.0,360.36479099999997,Châu Á,Nước Ngoài
1330,Trung Quốc,24,374.911377,362.41803828125,737.32941528125,2021-02-28,2021-02,2021-01,15,104.28637700000002,23.58101099999999,127.867388,Châu Á,Nước Ngoài
1331,Đặc khu hành chính Hồng Kông (TQ),10,231.09,34.875079,265.965079,2021-02-28,2021-02,2021-01,6,20.200000000000017,24.497949,44.69794900000002,Châu Á,Nước Ngoài
1332,Hàn Quốc,35,122.908221,858.095042,981.0032630000001,2021-02-28,2021-02,2021-01,24,73.05074099999999,832.4576040000001,905.5083450000001,Châu Á,Nước Ngoài
1333,Hoa Kỳ,2,110.8,0.5,111.3,2021-02-28,2021-02,2021-01,0,0.0,0.0,0.0,Châu Mỹ,Nước Ngoài
1334,Ôx-trây-li-a,3,32.616279,-0.3,32.316279,2021-02-28,2021-02,2021-01,,,,,Châu Úc,Nước Ngoài
1335,Đài Loan,6,14.896102,2.5,17.396102,2021-02-28,2021-02,2021-01,4,8.396102,0.0,8.396101999999999,Châu Á,Nước Ngoài
1336,Thái Lan,1,6.328,0.8,7.128,2021-02-28,2021-02,2021-01,0,0.0,0.5,0.5,Châu Á,Nước Ngoài
1337,Quần đảo Vigin thuộc Anh,2,4.2,50.611625,54.811625,2021-02-28,2021-02,2021-01,,,,,Châu Mỹ,Nước Ngoài
1338,Thụy Sỹ,1,1.2,9.889726,11.089725999999999,2021-02-28,2021-02,2021-01,,,,,Châu Âu,Nước Ngoài
1339,Vương quốc Anh,2,0.342061,0.186536,0.528597,2021-02-28,2021-02,2021-01,,,,,Châu Âu,Nước Ngoài
1340,Xây-Sen,1,0.215146,23.8,24.015146,2021-02-28,2021-02,2021-01,,,,,Châu Phi,Nước Ngoài
1341,TỔNG SỐ,47,1323.535922,472.23227128125,1795.76819328125,2021-01-29,2021-01,2020-12,47,1323.535922,472.23227128125,1795.76819328125,TỔNG SỐ,TỔNG SỐ
1342,Bắc Ninh,4,115.6,1.8,117.39999999999999,2021-01-29,2021-01,2020-12,4,115.6,1.8,117.39999999999999,Miền Bắc,Trong Nước
1343,TP. Hồ Chí Minh,2,114.71177,19.275952,133.987722,2021-01-29,2021-01,2020-12,2,114.71177,19.275952,133.987722,Miền Nam,Trong Nước
1344,Đà Nẵng,1,110,0.21334728125,110.21334728125,2021-01-29,2021-01,2020-12,,,,,Miền Trung,Trong Nước
1345,Bình Dương,6,56.798602,2.5,59.298602,2021-01-29,2021-01,2020-12,6,56.798602,2.5,59.298602,Miền Nam,Trong Nước
1346,Hải Phòng,4,30.95,4.5,35.45,2021-01-29,2021-01,2020-12,4,30.95,4.5,35.45,Miền Bắc,Trong Nước
1347,Tây Ninh,2,16.5,332,348.5,2021-01-29,2021-01,2020-12,2,16.5,210.089248,348.5,Miền Nam,Trong Nước
1348,Hải Dương,2,10.8,37.94789,48.74789,2021-01-29,2021-01,2020-12,,,,,Miền Bắc,Trong Nước
1349,Hà Nam,1,5,2,7,2021-01-29,2021-01,2020-12,1,5,2,7,Miền Bắc,Trong Nước
1350,Long An,4,3.175,5,8.175,2021-01-29,2021-01,2020-12,4,3.175,5,8.175,Miền Nam,Trong Nước
1351,Hà Nội,5,1.813241,0.296548,2.109789,2021-01-29,2021-01,2020-12,5,1.813241,0.296548,2.109789,Miền Bắc,Trong Nước
1352,Xin-ga-po,10,544.708602,52.872393,597.580995,2021-01-29,2021-01,2020-12,10,544.708602,52.872393,597.580995,Châu Á,Nước Ngoài
1353,Trung Quốc,9,270.625,338.83702728125,609.46202728125,2021-01-29,2021-01,2020-12,9,270.625,338.83702728125,609.46202728125,Châu Á,Nước Ngoài
1354,Đặc khu hành chính Hồng Kông (TQ),4,210.89,10.37713,221.26712999999998,2021-01-29,2021-01,2020-12,,,,,Châu Á,Nước Ngoài
1355,Hoa Kỳ,2,110.8,0.5,111.3,2021-01-29,2021-01,2020-12,2,110.8,0.5,111.3,Châu Mỹ,Nước Ngoài
1356,Hàn Quốc,11,49.85748,25.637438,75.494918,2021-01-29,2021-01,2020-12,11,49.85748,25.637438,75.494918,Châu Á,Nước Ngoài
1357,Ôx-trây-li-a,2,32.596279,-0.3,32.296279000000006,2021-01-29,2021-01,2020-12,,,,,Châu Úc,Nước Ngoài
1358,Đài Loan,2,6.5,2.5,9.0,2021-01-29,2021-01,2020-12,2,6.5,2.5,9.0,Châu Á,Nước Ngoài
1359,Thái Lan,1,6.328,0.3,6.628,2021-01-29,2021-01,2020-12,1,6.328,0.3,6.628,Châu Á,Nước Ngoài
1360,Nhật Bản,3,5.403645,4.612528,10.016173,2021-01-29,2021-01,2020-12,3,5.403645,4.612528,10.016173,Châu Á,Nước Ngoài
1361,Xây-Sen,1,0.215146,20,20.215146,2021-01-29,2021-01,2020-12,,,,,Châu Phi,Nước Ngoài
1362,TỔNG SỐ,2523,14646.417345999997,6414.485640459999,21060.902986459994,2020-12-27,2020-12,2020-11,210,1087.1809469999935,81.07337182999981,1168.2543188299933,TỔNG SỐ,TỔNG SỐ
1363,Hải Phòng,79,1064.128042,376.666041,1440.794083,2020-12-27,2020-12,2020-11,5,38.25436000000013,10.91416300000003,49.16852300000005,Miền Bắc,Trong Nước
1364,Bình Dương,133,783.902917,317.639096,1101.542013,2020-12-27,2020-12,2020-11,8,90.97799999999995,7.514999999999986,98.49299999999994,Miền Nam,Trong Nước
1365,Hà Nội,496,711.814401,1261.906729,1973.72113,2020-12-27,2020-12,2020-11,26,44.257593999999926,3.427799999999934,47.68539399999963,Miền Bắc,Trong Nước
1366,TP. Hồ Chí Minh,950,637.68201,540.8654409784374,1178.5474509784374,2020-12-27,2020-12,2020-11,85,136.897784,64.8243938299999,201.72217782999996,Miền Nam,Trong Nước
1367,Hà Nam,33,574.255043,145.256294,719.511337,2020-12-27,2020-12,2020-11,1,3.5,0.5,4.0,Miền Bắc,Trong Nước
1368,Bến Tre,8,541.124808,5.619565,546.744373,2020-12-27,2020-12,2020-11,1,70.00000000000006,0.0,70.0,Miền Nam,Trong Nước
1369,Vĩnh Phúc,28,497.496562,20.489531,517.986093,2020-12-27,2020-12,2020-11,4,46.685130999999956,0.43374499999999827,47.11887599999994,Miền Bắc,Trong Nước
1370,Quảng Ninh,16,465.985472,14.88,480.865472,2020-12-27,2020-12,2020-11,0,0.0,0.0,0.0,Miền Bắc,Trong Nước
1371,Bắc Ninh,153,429.96638,381.8738872890625,811.8402672890625,2020-12-27,2020-12,2020-11,17,15.10506300000003,13.981539999999995,29.08660299999997,Miền Bắc,Trong Nước
1372,Đồng Nai,69,405.035605,160.48677518,565.52238018,2020-12-27,2020-12,2020-11,5,30.483014999999966,2.198634999999996,32.68164999999999,Miền Nam,Trong Nước
1373,Bắc Giang,35,395.295628,432.491994,827.787622,2020-12-27,2020-12,2020-11,3,52.900000000000034,6.834363999999994,59.73436400000014,Miền Bắc,Trong Nước
1374,Tây Ninh,15,388.158102,121.910752,510.068854,2020-12-27,2020-12,2020-11,2,35.0,121.910752,510.068854,Miền Nam,Trong Nước
1375,Thái Nguyên,20,373.922666,24.302061,398.224727,2020-12-27,2020-12,2020-11,3,94.006438,4.132759,98.13919699999997,Miền Bắc,Trong Nước
1376,Long An,113,326.241471,305.113057,631.3545280000001,2020-12-27,2020-12,2020-11,7,36.91550599999999,3.1490720000000465,40.0645780000001,Miền Nam,Trong Nước
1377,Bình Phước,48,322.381325,26.151533,348.53285800000003,2020-12-27,2020-12,2020-11,17,78.503481,10.009616000000001,88.51309700000002,Miền Nam,Trong Nước
1378,Bà Rịa - Vũng Tàu,31,302.364094,1489.655824,1792.019918,2020-12-27,2020-12,2020-11,2,12.0,0.0,12.0,Miền Nam,Trong Nước
1379,Quảng Bình,3,295.113973,-10.967,284.146973,2020-12-27,2020-12,2020-11,1,0.04297299999996085,0.0,0.04297299999996085,Miền Trung,Trong Nước
1380,Hưng Yên,22,241.736415,203.026622,444.763037,2020-12-27,2020-12,2020-11,,,,,Miền Bắc,Trong Nước
1381,Thanh Hóa,14,240.297,100.953055,341.250055,2020-12-27,2020-12,2020-11,0,0.0,0.0,0.0,Miền Bắc,Trong Nước
1382,Xin-ga-po,248,6157.235526,671.18926683,6828.42479283,2020-12-27,2020-12,2020-11,23,365.87765600000057,28.52025782999999,394.3979138300001,Châu Á,Nước Ngoài
1383,Trung Quốc,342,1582.050611,487.5633436015625,2069.6139546015625,2020-12-27,2020-12,2020-11,31,157.44048999999995,487.5633436015625,35.92087300000003,Châu Á,Nước Ngoài
1384,Đài Loan,131,1505.740303,200.798244,1706.538547,2020-12-27,2020-12,2020-11,16,45.877336000000014,6.486075999999997,52.36341200000015,Châu Á,Nước Ngoài
1385,Đặc khu hành chính Hồng Kông (TQ),211,1271.024274,466.3261507,1737.3504247,2020-12-27,2020-12,2020-11,24,206.17067800000018,53.81466399999999,259.9853420000002,Châu Á,Nước Ngoài
1386,Hàn Quốc,609,1205.803,1740.13395614875,2945.93695614875,2020-12-27,2020-12,2020-11,36,63.7011030000001,19.760956999999962,83.46205999999984,Châu Á,Nước Ngoài
1387,Nhật Bản,272,786.031804,432.95788,1218.989684,2020-12-27,2020-12,2020-11,21,107.77036199999998,37.899036999999964,145.66939899999988,Châu Á,Nước Ngoài
1388,Quần đảo Vigin thuộc Anh,30,310.81604,206.502668,517.318708,2020-12-27,2020-12,2020-11,1,14.799269999999979,7.0,21.79926999999998,Châu Mỹ,Nước Ngoài
1389,Hà Lan,36,293.672724,158.003632,451.67635600000006,2020-12-27,2020-12,2020-11,2,21.171763,10.0,31.171763000000055,Châu Âu,Nước Ngoài
1390,Thái Lan,40,292.360022,1357.341043,1649.701065,2020-12-27,2020-12,2020-11,6,16.766437999999994,2.2652219999999943,19.0316600000001,Châu Á,Nước Ngoài
1391,Hoa Kỳ,95,180.451208,40.61143,221.062638,2020-12-27,2020-12,2020-11,7,28.453000000000003,1.1999999999999957,29.65299999999999,Châu Mỹ,Nước Ngoài
1392,Xây-Sen,36,134.683807,22.447705,157.131512,2020-12-27,2020-12,2020-11,,,,,Châu Phi,Nước Ngoài
1393,Xa-moa,31,134.027,88.361437,222.38843699999998,2020-12-27,2020-12,2020-11,3,21.299999999999983,0.0,21.299999999999983,Châu Úc,Nước Ngoài
1394,Quần đảo Cay-man,3,100.2,2,102.2,2020-12-27,2020-12,2020-11,0,0.0,0,0.0,Châu Mỹ,Nước Ngoài
1395,Đức,29,74.549093,30.220564,104.769657,2020-12-27,2020-12,2020-11,1,0.09999999999999432,0.0,0.09999999999999432,Châu Âu,Nước Ngoài
1396,Ma-lai-xi-a,33,61.443265,94.248414,155.691679,2020-12-27,2020-12,2020-11,3,1.4944229999999976,0.0,1.4944230000000118,Châu Á,Nước Ngoài
1397,Pháp,52,43.858626,17.41061,61.269236,2020-12-27,2020-12,2020-11,3,2.2021599999999992,0.22299999999999898,2.425159999999998,Châu Âu,Nước Ngoài
1398,TỔNG SỐ,2313,13559.236399000003,6333.412268629999,19892.64866763,2020-11-29,2020-11,2020-10,213,1898.5166460000019,623.6903931612487,2522.2070391612506,TỔNG SỐ,TỔNG SỐ
1399,Hải Phòng,74,1025.873682,365.751878,1391.62556,2020-11-29,2020-11,2020-10,8,520.0741559999999,39.25,559.3241559999999,Miền Bắc,Trong Nước
1400,Bình Dương,125,692.924917,310.124096,1003.0490130000001,2020-11-29,2020-11,2020-10,15,101.08324700000003,34.610000000000014,135.69324700000004,Miền Nam,Trong Nước
1401,Hà Nội,470,667.556807,1258.478929,1926.0357360000003,2020-11-29,2020-11,2020-10,32,12.443304000000012,14.011927000000014,26.45523100000014,Miền Bắc,Trong Nước
1402,Hà Nam,32,570.755043,144.756294,715.511337,2020-11-29,2020-11,2020-10,4,41.53499999999997,1.4518109999999922,42.98681099999999,Miền Bắc,Trong Nước
1403,TP. Hồ Chí Minh,865,500.784226,476.0410471484375,976.8252731484374,2020-11-29,2020-11,2020-10,89,54.42406399999999,88.43075996875001,142.85482396875,Miền Nam,Trong Nước
1404,Bến Tre,7,471.124808,5.619565,476.744373,2020-11-29,2020-11,2020-10,0,0.0,0.0,0.0,Miền Nam,Trong Nước
1405,Quảng Ninh,16,465.985472,14.88,480.865472,2020-11-29,2020-11,2020-10,8,153.15047200000004,0.0,153.15047200000004,Miền Bắc,Trong Nước
1406,Vĩnh Phúc,24,450.811431,20.055786,470.86721700000004,2020-11-29,2020-11,2020-10,4,207.74370400000004,0.0,207.74370400000004,Miền Bắc,Trong Nước
1407,Bắc Ninh,136,414.861317,367.8923472890625,782.7536642890625,2020-11-29,2020-11,2020-10,11,69.55000000000001,19.037421999999992,88.58742200000006,Miền Bắc,Trong Nước
1408,Đồng Nai,64,374.55259,158.28814018,532.84073018,2020-11-29,2020-11,2020-10,2,87.96428600000002,3.9500001799999893,91.91428618000003,Miền Nam,Trong Nước
1409,Tây Ninh,13,353.158102,227.010752,580.168854,2020-11-29,2020-11,2020-10,0,0.0,16.299999999999983,16.299999999999955,Miền Nam,Trong Nước
1410,Bắc Giang,32,342.395628,425.65763,768.0532579999999,2020-11-29,2020-11,2020-10,5,12.268696999999975,174.6,186.86869699999988,Miền Bắc,Trong Nước
1411,Quảng Bình,2,295.071,-10.967,284.10400000000004,2020-11-29,2020-11,2020-10,0,0.0,0.0,0.0,Miền Trung,Trong Nước
1412,Bà Rịa - Vũng Tàu,29,290.364094,1489.655824,1780.019918,2020-11-29,2020-11,2020-10,2,7.0,0.0,7.0,Miền Nam,Trong Nước
1413,Long An,106,289.325965,301.963985,591.28995,2020-11-29,2020-11,2020-10,5,17.28800000000001,56.13982199999998,73.42782199999999,Miền Nam,Trong Nước
1414,Thái Nguyên,17,279.916228,20.169302,300.08553,2020-11-29,2020-11,2020-10,,,,,Miền Bắc,Trong Nước
1415,Bình Phước,31,243.877844,16.141917,260.019761,2020-11-29,2020-11,2020-10,,,,,Miền Nam,Trong Nước
1416,Thanh Hóa,14,240.297,100.953055,341.250055,2020-11-29,2020-11,2020-10,1,1.0,0.0,1.0,Miền Bắc,Trong Nước
1417,Phú Thọ,19,221.547336,59.636677,281.184013,2020-11-29,2020-11,2020-10,3,28.0,4.574999999999996,32.57499999999999,Miền Bắc,Trong Nước
1418,Xin-ga-po,225,5791.35787,642.669009,6434.026879,2020-11-29,2020-11,2020-10,28,410.53446799999983,33.495084999999904,444.0295530000003,Châu Á,Nước Ngoài
1419,Đài Loan,115,1459.862967,194.312168,1654.175135,2020-11-29,2020-11,2020-10,13,525.077,2.4054160000000024,527.4824159999998,Châu Á,Nước Ngoài
1420,Trung Quốc,311,1424.610121,609.0829606015625,2033.6930816015624,2020-11-29,2020-11,2020-10,17,83.91396999999984,134.53837699999997,218.45234699999992,Châu Á,Nước Ngoài
1421,Hàn Quốc,573,1142.101897,1720.37299914875,2862.4748961487503,2020-11-29,2020-11,2020-10,45,41.04746399999999,186.45161514875008,227.4990791487503,Châu Á,Nước Ngoài
1422,Đặc khu hành chính Hồng Kông (TQ),187,1064.853596,412.51148670000003,1477.3650827,2020-11-29,2020-11,2020-10,8,155.4793279999999,131.90481001250004,287.38413801249976,Châu Á,Nước Ngoài
1423,Nhật Bản,251,678.261442,395.058843,1073.320285,2020-11-29,2020-11,2020-10,25,206.40088099999997,27.390085999999997,233.7909669999999,Châu Á,Nước Ngoài
1424,Quần đảo Vigin thuộc Anh,29,296.01677,199.502668,495.51943800000004,2020-11-29,2020-11,2020-10,5,40.39035000000001,37.89124699999999,78.28159700000003,Châu Mỹ,Nước Ngoài
1425,Thái Lan,34,275.593584,1355.075821,1630.6694049999999,2020-11-29,2020-11,2020-10,5,83.74078300000002,1355.075821,57.97475099999997,Châu Á,Nước Ngoài
