,Phân Loại,E-Total-M,YOP,YTD-YOY,Total-YOY,Total-Pre-Month,E-MOM,Date,Month,PreMonth,PreYearMonth,Total-M,MOM,M-YOY
5215,Bình Định,265.914,54.516255738157135,35.351535165427435,909.094,265.577,0.12689351864054288,2013-06-29,2013-06,2013-05,2012-06,223.223,-15.947917176562726,
5216,Lai Châu,153.427,62.199230787148366,73.47936662010775,907.9060000000001,195.224,-21.40976519280416,2013-06-29,2013-06,2013-05,2012-06,153.427,-21.40976519280416,
5217,Điện Biên,183.008,41.7686930607548,-43.842847700831086,902.3320000000001,161.517,13.305720140913976,2013-06-29,2013-06,2013-05,2012-06,183.008,13.305720140913976,
5218,Đồng Tháp,179.84,54.57976005182509,1.515577720050885,891.389,171.973,4.574555308100685,2013-06-29,2013-06,2013-05,2012-06,170.452,-0.8844411622754791,
5219,An Giang,150.485,41.09298824120767,23.743158868419016,882.926,131.444,14.486016858890508,2013-06-29,2013-06,2013-05,2012-06,150.485,14.486016858890508,
5220,TỔNG SỐ,17427.472,34.46298012230283,-2.8599839520903885,69102.674,15977.535000000002,9.07484790363469,2013-05-29,2013-05,2013-04,2012-05,17780.377,11.283605387188928,-1.701789011620832
5221,Trung ương,4023.7,32.38602035599759,-12.66996678989912,15330.7,3885.0,3.5701415701415726,2013-05-29,2013-05,2013-04,2012-05,4085.0,5.148005148005154,-12.806830309498395
5222,Địa phương,13403.772,35.104844927935005,0.3540123185573236,53771.973999999995,12092.535000000002,10.843359146779392,2013-05-29,2013-05,2013-04,2012-05,13695.377,13.254805547389353,2.179904798853997
5223,Bộ Giao thông Vận tải,524.0,33.25254334100066,-18.79971349945339,2154.0,505.0,3.7623762376237693,2013-05-29,2013-05,2013-04,2012-05,595.0,17.821782178217816,-9.160305343511453
5224,Bộ NN và PTNT,391.0,30.867122453123947,-15.419809570916286,1368.0,389.0,0.5141388174807275,2013-05-29,2013-05,2013-04,2012-05,475.0,22.107969151670943,13.908872901678663
5225,Bộ Xây dựng,174.0,29.673150982521967,-2.664183334682974,601.0,155.0,12.258064516129025,2013-05-29,2013-05,2013-04,2012-05,171.0,10.322580645161295,2.3952095808383262
5226,Bộ Y tế,74.0,31.150703586019063,-25.529028757460665,274.5,69.0,7.246376811594217,2013-05-29,2013-05,2013-04,2012-05,71.0,2.8985507246376727,-33.64485981308411
5227,Bộ Giáo dục - Đào tạo,58.0,33.357245337159256,-25.813656668793868,232.5,53.0,9.433962264150935,2013-05-29,2013-05,2013-04,2012-05,59.0,11.320754716981128,-29.761904761904773
5228,"Bộ Văn hoá, Thể thao và Du lịch",49.5,36.60521670915866,-12.401736477766036,186.65,48.0,3.125,2013-05-29,2013-05,2013-04,2012-05,51.0,6.25,-12.06896551724138
5229,Bộ Công Thương,32.0,39.272030651341,-17.56032171581768,123.0,31.0,3.225806451612897,2013-05-29,2013-05,2013-04,2012-05,31.0,0.0,-24.390243902439025
5230,Hà Nội,1863.01,26.688953708676188,17.878775874244383,7349.757,1708.368,9.052030944152548,2013-05-29,2013-05,2013-04,2012-05,2041.674,19.510199207664854,23.820365091879438
5231,TP. Hồ Chí Minh,1741.824,31.40882393004139,5.5281441416579895,5384.143,1237.726,40.72775396170073,2013-05-29,2013-05,2013-04,2012-05,1751.132,41.47977823847927,6.724280838615314
5232,Vĩnh Phúc,347.488,52.39420264708189,17.028964443987334,1570.1940000000002,306.475,13.382168202952926,2013-05-29,2013-05,2013-04,2012-05,353.438,15.323598988498247,
5233,Đà Nẵng,230.886,28.558697049286607,-41.44039148672933,1525.9820000000002,227.66,1.417025388737585,2013-05-29,2013-05,2013-04,2012-05,169.274,-25.646138979179483,-74.10524705522411
5234,Thanh Hóa,350.325,44.08815564083181,-2.2498205363046964,1382.1240000000003,335.439,4.437766628209587,2013-05-29,2013-05,2013-04,2012-05,365.985,9.106275656676772,3.913969335604776
5235,Bà Rịa - Vũng Tàu,268.423,31.01801052948406,3.910396598240112,1366.509,207.106,29.60657827392737,2013-05-29,2013-05,2013-04,2012-05,323.557,56.227728795882314,9.791991856124895
5236,Kiên Giang,281.86,48.94724846524281,10.30412682002239,1331.5120000000002,269.473,4.596749952685414,2013-05-29,2013-05,2013-04,2012-05,250.865,-6.905330033064544,
5237,Quảng Ninh,335.898,33.829377072035555,-4.859075478548576,1318.0700000000002,350.952,-4.289475483826848,2013-05-29,2013-05,2013-04,2012-05,387.707,10.472942168729631,11.218301778542724
5238,Nghệ An,287.769,59.263960997847285,-12.323725272026948,1310.421,277.685,3.631452905270365,2013-05-29,2013-05,2013-04,2012-05,255.621,-7.945693861749831,
5239,Bình Dương,257.784,26.276022639567792,6.066355534231846,1021.349,243.079,6.049473627915191,2013-05-29,2013-05,2013-04,2012-05,266.528,9.646658082351834,7.906072874493944
5240,Đồng Nai,216.078,29.784797234738598,3.7697830278045785,965.087,205.874,4.956429660860536,2013-05-29,2013-05,2013-04,2012-05,216.078,4.956429660860536,5.147445255474452
5241,Cần Thơ,206.247,53.817272348878774,-3.438658067662729,886.97,220.675,-6.538121672142296,2013-05-29,2013-05,2013-04,2012-05,207.168,-6.120765832106045,2.2042427232363195
5242,Lào Cai,224.488,54.983049087894955,20.35202036054183,847.4070000000002,178.344,25.87359260754498,2013-05-29,2013-05,2013-04,2012-05,288.023,61.4985645718387,12.729158512720161
5243,Hậu Giang,195.66,62.2479692620971,7.043675516789662,837.5899999999999,185.03,5.745014322001822,2013-05-29,2013-05,2013-04,2012-05,178.29,-3.642652542830888,-15.34188034188034
5244,Bạc Liêu,216.298,57.91510914538451,9.259672969517553,811.854,251.263,-13.915697894238306,2013-05-29,2013-05,2013-04,2012-05,224.097,-10.811778893032397,
5245,Hà Tĩnh,187.065,28.995331096838118,-19.52857829430718,781.94,149.443,25.174815816063642,2013-05-29,2013-05,2013-04,2012-05,228.951,53.20289341086567,-9.038140643623365
5246,Khánh Hòa,203.0,29.71849534467787,-3.4101500780046763,775.149,192.783,5.2997411597495585,2013-05-29,2013-05,2013-04,2012-05,205.663,6.681087025308258,-0.4535333978702738
5247,Lai Châu,200.817,54.51968404532165,84.66143346865792,760.072,199.345,0.7384183199979901,2013-05-29,2013-05,2013-04,2012-05,195.224,-2.0672703102661245,
5248,An Giang,155.873,35.226111826045276,26.820955693848234,756.8700000000001,145.349,7.240503890635637,2013-05-29,2013-05,2013-04,2012-05,131.444,-9.5666292853752,
5249,Phú Thọ,162.25,48.814569969891345,11.435034866919963,745.789,156.638,3.5827832326766185,2013-05-29,2013-05,2013-04,2012-05,169.449,8.178730576233107,
5250,Điện Biên,162.046,33.32179176385579,-49.00388499727965,719.8530000000001,144.077,12.471803271861575,2013-05-29,2013-05,2013-04,2012-05,161.517,12.104638491917513,
5251,Đồng Tháp,169.206,43.89732422663684,-0.841775100412832,708.782,150.823,12.18845931986499,2013-05-29,2013-05,2013-04,2012-05,171.973,14.02306014334684,
5252,Lâm Đồng,169.595,47.474122669159705,16.826569485418716,706.8650000000001,192.174,-11.749248077263317,2013-05-29,2013-05,2013-04,2012-05,169.595,-11.749248077263317,28.578468536770288
5253,Thừa Thiên - Huế,197.32,40.14079074030575,-7.852909767599215,697.2070000000001,168.592,17.039954446237047,2013-05-29,2013-05,2013-04,2012-05,208.97,23.950128119958222,0.9516908212560367
5254,TỔNG SỐ,15676.825,25.650228103805144,-3.8969747842679965,51374.492,14729.39,6.43227587836293,2013-04-29,2013-04,2013-03,2012-04,15977.535000000002,8.473840396649152,-4.1355569155446545
5255,Trung ương,3562.0,23.203640250626353,-17.03864832815958,10984.0,3418.0,4.212990052662377,2013-04-29,2013-04,2013-03,2012-04,3885.0,13.662960795787015,-15.137614678899084
5256,Địa phương,12114.825,26.407430927854676,0.429326768991217,40390.492,11311.39,7.102884791347492,2013-04-29,2013-04,2013-03,2012-04,12092.535000000002,6.90582678167759,0.03089636688507369
5257,Bộ Giao thông Vận tải,501.5,25.1092208654306,-18.986900433331684,1626.5,464.0,8.081896551724128,2013-04-29,2013-04,2013-03,2012-04,505.0,8.83620689655173,-21.705426356589157
5258,Bộ NN và PTNT,364.0,21.480629075565787,-20.693102299233587,952.0,268.0,35.82089552238804,2013-04-29,2013-04,2013-03,2012-04,389.0,45.14925373134329,-2.0151133501259437
5259,Bộ Xây dựng,135.0,20.0947960896613,-10.045308873908724,407.0,109.0,23.853211009174302,2013-04-29,2013-04,2013-03,2012-04,155.0,42.20183486238531,-1.2738853503184657
5260,Bộ Y tế,67.0,22.526100771674987,-26.372403560830875,198.5,58.0,15.517241379310349,2013-04-29,2013-04,2013-03,2012-04,69.0,18.965517241379317,-33.009708737864074
5261,Bộ Giáo dục - Đào tạo,51.0,24.748923959827835,-25.774526678141143,172.5,49.5,3.030303030303031,2013-04-29,2013-04,2013-03,2012-04,53.0,7.070707070707073,-34.5679012345679
5262,"Bộ Văn hoá, Thể thao và Du lịch",45.0,26.30908021180624,-16.19553334374511,134.15,40.15,12.079701120797012,2013-04-29,2013-04,2013-03,2012-04,48.0,19.55168119551682,-15.789473684210535
5263,Bộ Công Thương,30.0,28.73563218390805,-19.064748201438846,90.0,29.0,3.448275862068968,2013-04-29,2013-04,2013-03,2012-04,31.0,6.896551724137922,-20.51282051282051
5264,Hà Nội,1600.134,19.530834077713465,17.278708792556642,5378.513,1454.35,10.023996974593459,2013-04-29,2013-04,2013-03,2012-04,1708.368,17.466084505105385,10.046895130121086
5265,TP. Hồ Chí Minh,1234.088,21.226533334383376,5.124541177388295,3638.6809999999996,1501.493,-17.80927383610846,2013-04-29,2013-04,2013-03,2012-04,1237.726,-17.566981664250164,11.466678674351584
5266,Đà Nẵng,387.797,27.23463211435292,-25.45462834708914,1455.2330000000002,378.736,2.392431667441187,2013-04-29,2013-04,2013-03,2012-04,227.66,-39.889527269654856,-59.22264015762135
5267,Vĩnh Phúc,279.464,39.89792734789623,13.806563250139448,1195.695,261.203,6.991114190878363,2013-04-29,2013-04,2013-03,2012-04,306.475,17.332113337136263,
5268,Bà Rịa - Vũng Tàu,262.808,26.18951527783011,13.077336960836107,1153.788,253.872,3.5198840360496604,2013-04-29,2013-04,2013-03,2012-04,207.106,-18.421094094661882,9.521946060285558
5269,Thanh Hóa,375.175,34.18072608145051,0.9268198493917765,1071.535,315.273,19.00004123410504,2013-04-29,2013-04,2013-03,2012-04,335.439,6.396361248822458,-14.188027628549492
5270,Kiên Giang,272.54,38.69863617983311,9.457784598620435,1052.719,262.653,3.7642821517363245,2013-04-29,2013-04,2013-03,2012-04,269.473,2.596581801845005,
5271,Nghệ An,280.925,46.396099784728385,-10.168491214674376,1025.892,259.586,8.220397093834023,2013-04-29,2013-04,2013-03,2012-04,277.685,6.9722558227331035,
5272,Quảng Ninh,331.808,24.71692500620472,-7.1130255967066915,963.028,315.604,5.134282201746501,2013-04-29,2013-04,2013-03,2012-04,350.952,11.200111532173239,8.822325581395347
5273,Bình Dương,235.02,19.436737844095703,5.52585118389149,755.506,217.393,8.108356754817308,2013-04-29,2013-04,2013-03,2012-04,243.079,11.815467839350859,8.565877623939258
5274,Đồng Nai,204.315,23.06802049256219,3.1628605420863636,747.45,197.717,3.337092915631928,2013-04-29,2013-04,2013-03,2012-04,205.874,4.125593651532228,5.037755102040805
5275,Cần Thơ,267.3,44.13214134459145,1.6027960227637692,727.348,245.5,8.879837067209778,2013-04-29,2013-04,2013-03,2012-04,220.675,-10.112016293279012,58.1899641577061
5276,Đắk Nông,203.055,69.55676695880894,-6.903423023951092,692.848,224.67,-9.620777139805043,2013-04-29,2013-04,2013-03,2012-04,203.055,-9.620777139805043,
5277,Lào Cai,243.308,44.63251395814341,53.33926286552446,687.883,221.658,9.767299172599238,2013-04-29,2013-04,2013-03,2012-04,178.344,-19.54091438161491,-20.488631297369594
5278,Hậu Giang,190.24,48.2734956026168,13.163071703986077,647.14,175.69,8.28163242074109,2013-04-29,2013-04,2013-03,2012-04,185.03,5.316181911321081,30.21111893033074
5279,Hà Tĩnh,175.86,23.038298651836136,-13.715316596509396,621.292,131.262,33.97632216483066,2013-04-29,2013-04,2013-03,2012-04,149.443,13.850924105986522,-38.55139802631579
5280,An Giang,128.183,27.17256080107791,11.68241640523378,583.831,125.763,1.9242543514388188,2013-04-29,2013-04,2013-03,2012-04,145.349,15.573737903834981,
5281,Khánh Hòa,190.0,21.828965554258417,-6.499908859063268,569.366,171.43,10.832409729918922,2013-04-29,2013-04,2013-03,2012-04,192.783,12.455812868226076,3.7583423035521832
5282,Phú Thọ,142.405,37.263123445477156,7.651434643995742,569.3059999999999,134.384,5.968716513870717,2013-04-29,2013-04,2013-03,2012-04,156.638,16.560007143707594,
5283,Điện Biên,152.953,26.231595787080263,-47.708884681113375,566.683,131.108,16.66183604356712,2013-04-29,2013-04,2013-03,2012-04,144.077,9.891844891234712,
5284,Đắk Lắk,96.963,37.04127923171816,1.1623231247418886,558.501,82.553,17.45545286058652,2013-04-29,2013-04,2013-03,2012-04,96.963,17.45545286058652,-32.1937062937063
5285,Lai Châu,190.707,39.49555419747454,79.76865213587035,550.617,139.623,36.58709524935006,2013-04-29,2013-04,2013-03,2012-04,199.345,42.77375504035871,
5286,Bạc Liêu,206.297,39.27735768297903,-1.1799039421068045,550.59,198.194,4.088418418317417,2013-04-29,2013-04,2013-03,2012-04,251.263,26.776289897776934,
5287,Đồng Tháp,159.344,33.94554562142799,0.30286837395368593,548.097,147.102,8.32211662655844,2013-04-29,2013-04,2013-03,2012-04,150.823,2.5295373278405577,
5288,TỔNG SỐ,14109.315999999999,17.961534075869054,-4.900000000000006,35237.101,9123.643,54.64563880897134,2013-03-29,2013-03,2013-02,2012-03,14729.39,61.44198101569734,-10.060511693228307
5289,Trung ương,3107.0,15.021948818481793,-19.900000000000006,7111.0,1556.0,99.67866323907455,2013-03-29,2013-03,2013-02,2012-03,3418.0,119.66580976863753,-20.78794901506373
5290,Địa phương,11002.315999999999,18.89642417059367,-0.09999999999999432,28126.101000000002,7567.643,45.38629795300861,2013-03-29,2013-03,2013-02,2012-03,11311.39,49.47044938562772,-6.22293152047753
5291,Bộ Giao thông Vận tải,422.0,16.718897139416768,-22.200000000000003,1083.0,245.0,72.24489795918367,2013-03-29,2013-03,2013-02,2012-03,464.0,89.38775510204081,-20.68376068376068
5292,Bộ NN và PTNT,231.0,12.432590988063811,-31.900000000000006,551.0,118.0,95.76271186440678,2013-03-29,2013-03,2013-02,2012-03,268.0,127.11864406779662,-31.632653061224488
5293,Bộ Xây dựng,99.0,12.93571640169843,-11.299999999999997,262.0,68.0,45.58823529411765,2013-03-29,2013-03,2013-02,2012-03,109.0,60.29411764705884,-30.57324840764332
5294,Bộ Y tế,50.0,14.014979573309121,-30.900000000000006,123.5,24.0,108.33333333333334,2013-03-29,2013-03,2013-02,2012-03,58.0,141.66666666666666,-37.634408602150536
5295,Bộ Giáo dục - Đào tạo,48.0,17.216642754662843,-26.599999999999994,120.0,25.0,92.0,2013-03-29,2013-03,2013-02,2012-03,49.5,98.0,-34.868421052631575
5296,"Bộ Văn hoá, Thể thao và Du lịch",36.5,16.767993724259657,-17.099999999999994,85.5,18.0,102.77777777777777,2013-03-29,2013-03,2013-02,2012-03,40.15,123.05555555555557,-28.30357142857143
5297,Bộ Công Thương,21.0,16.602809706257982,-28.0,52.0,12.0,75.0,2013-03-29,2013-03,2013-02,2012-03,29.0,141.66666666666666,-25.641025641025635
5298,Hà Nội,1316.328,14.19567196910108,19.997976056818104,3640.357,779.859,68.79051213103907,2013-03-29,2013-03,2013-02,2012-03,1454.35,86.48883964921862,17.040882021567683
5299,TP. Hồ Chí Minh,1581.7,14.4952772802221,5.69685997633222,2484.8,362.9,335.8500964453018,2013-03-29,2013-03,2013-02,2012-03,1501.493,313.74841554147145,2.0036005434782567
5300,Đà Nẵng,389.43,27.230621106591745,-22.65220719534706,1078.13,347.549,12.050387139655143,2013-03-29,2013-03,2013-02,2012-03,378.736,8.973410943492865,-36.687395519893016
5301,Bà Rịa - Vũng Tàu,262.4,20.417683758654455,8.208494682252393,899.5079999999999,237.274,10.58944511408751,2013-03-29,2013-03,2013-02,2012-03,253.872,6.995288147879663,0.2258191867350945
5302,Vĩnh Phúc,233.531,29.649419313720742,13.721723438429876,888.559,194.939,19.796962126613977,2013-03-29,2013-03,2013-02,2012-03,261.203,33.992171910187295,
5303,Kiên Giang,269.5,28.931588427746934,12.554648696654496,787.026,239.828,12.37220007672164,2013-03-29,2013-03,2013-02,2012-03,262.653,9.517237353436641,
5304,Nghệ An,267.85,34.064970422764524,-8.696948649601993,753.231,214.264,25.009334279206968,2013-03-29,2013-03,2013-02,2012-03,259.586,21.15241011089124,
5305,Thanh Hóa,330.483,22.69825928017072,6.074971154620172,711.57,176.651,87.08243938613421,2013-03-29,2013-03,2013-02,2012-03,315.273,78.47224187805335,-4.114051094890499
5306,Cần Thơ,295.063,40.59907263696564,16.100984687459302,669.1189999999999,273.608,7.841510482149644,2013-03-29,2013-03,2013-02,2012-03,245.5,-10.27309143007514,-23.899566026038443
5307,Đắk Lắk,192.64,37.91169799307592,39.74008893495625,571.625,253.738,-24.079168275938173,2013-03-29,2013-03,2013-02,2012-03,82.553,-67.46525944084055,-15.589979550102257
5308,Đồng Nai,203.357,16.936454539843222,3.8231671670762637,548.775,154.903,31.280220525102834,2013-03-29,2013-03,2013-02,2012-03,197.717,27.63923229375804,-4.714698795180709
5309,Quảng Ninh,226.665,13.918098756515596,-24.07707643800788,542.281,128.241,76.74924556109198,2013-03-29,2013-03,2013-02,2012-03,315.604,146.1022605874876,8.716500172235612
5310,Bình Dương,212.654,13.268510419346539,4.821512771734703,515.747,133.932,58.77758862706449,2013-03-29,2013-03,2013-02,2012-03,217.393,62.31595137831141,8.6965
5311,Hà Tĩnh,189.87,18.69044515698172,5.695131489826608,504.04,107.34,76.88652878703186,2013-03-29,2013-03,2013-02,2012-03,131.262,22.286193404136384,-27.238359201773847
5312,An Giang,162.94,22.936975386355332,7.493401967413348,492.825,138.935,17.27786374923525,2013-03-29,2013-03,2013-02,2012-03,125.763,-9.480692410119843,
5313,Hậu Giang,171.37,40.03219700320201,5.308715228089781,452.58,139.73,22.64366993487441,2013-03-29,2013-03,2013-02,2012-03,175.69,25.735346740141708,75.69
5314,Phú Thọ,133.475,27.882707160623116,8.657846340635984,425.99199999999996,114.958,16.10762191409036,2013-03-29,2013-03,2013-02,2012-03,134.384,16.89834548269802,
5315,Lào Cai,196.0,27.180957880633137,86.76055584533697,418.91700000000003,167.917,16.724334045987007,2013-03-29,2013-03,2013-02,2012-03,221.658,32.0045022243132,89.12798634812285
5316,Điện Biên,127.139,18.967720791535648,-48.01873939154064,409.76099999999997,82.124,54.81345282743169,2013-03-29,2013-03,2013-02,2012-03,131.108,59.64638838829089,
